Date,Low,Open,Volume,High,Close,Adjusted Close
01-06-1972,2.6458330154418945,0.0,552000,2.6822919845581055,2.6770830154418945,0.6805595755577087
02-06-1972,2.6770830154418945,2.6770830154418945,396000,2.734375,2.7291669845581055,0.6937999129295349
05-06-1972,2.6875,2.7239580154418945,242400,2.7239580154418945,2.71875,0.6911521553993225
06-06-1972,2.6875,2.71875,448800,2.7291669845581055,2.6927080154418945,0.6845314502716064
07-06-1972,2.65625,2.6770830154418945,578400,2.6770830154418945,2.6614580154418945,0.6765875220298767
08-06-1972,2.671875,2.671875,208800,2.6979169845581055,2.6875,0.6832078099250793
09-06-1972,2.6666669845581055,2.6822919845581055,21600,2.6822919845581055,2.671875,0.6792356967926025
12-06-1972,2.625,2.671875,124800,2.6822919845581055,2.625,0.6673194766044617
13-06-1972,2.5208330154418945,2.59375,276000,2.59375,2.59375,0.6593748927116394
14-06-1972,2.609375,2.609375,211200,2.6666669845581055,2.6354169845581055,0.6699670553207397
15-06-1972,2.6302080154418945,2.6354169845581055,249600,2.6979169845581055,2.6458330154418945,0.6726153492927551
16-06-1972,2.6458330154418945,2.6458330154418945,309600,2.65625,2.65625,0.6752634048461914
19-06-1972,2.6458330154418945,2.65625,55200,2.6614580154418945,2.65625,0.6752634048461914
20-06-1972,2.6510419845581055,2.65625,192000,2.6666669845581055,2.65625,0.6752634048461914
21-06-1972,2.6354169845581055,2.65625,223200,2.6614580154418945,2.6354169845581055,0.6699670553207397
22-06-1972,2.59375,2.6354169845581055,175200,2.6354169845581055,2.6041669845581055,0.6620231866836548
23-06-1972,2.546875,2.6041669845581055,141600,2.6041669845581055,2.546875,0.6474586129188538
26-06-1972,2.4479169845581055,2.5104169845581055,518400,2.5104169845581055,2.4791669845581055,0.6302462816238403
27-06-1972,2.4947919845581055,2.4947919845581055,199200,2.515625,2.5,0.6355422139167786
28-06-1972,2.4791669845581055,2.5,93600,2.5,2.4947919845581055,0.6342175602912903
29-06-1972,2.453125,2.4791669845581055,182400,2.4791669845581055,2.46875,0.6275979280471802
30-06-1972,2.46875,2.46875,410400,2.5,2.46875,0.6275979280471802
03-07-1972,2.4479169845581055,2.46875,132000,2.46875,2.46875,0.6275979280471802
05-07-1972,2.4791669845581055,2.4791669845581055,146400,2.4947919845581055,2.4895830154418945,0.6328936219215393
06-07-1972,2.5,2.5,962400,2.5208330154418945,2.5104169845581055,0.6381904482841492
07-07-1972,2.53125,2.53125,645600,2.5833330154418945,2.5833330154418945,0.6567268967628479
10-07-1972,2.5729169845581055,2.5833330154418945,580800,2.5833330154418945,2.5729169845581055,0.6540789008140564
11-07-1972,2.5677080154418945,2.5729169845581055,132000,2.5833330154418945,2.5833330154418945,0.6567268967628479
12-07-1972,2.5729169845581055,2.5833330154418945,403200,2.5885419845581055,2.5833330154418945,0.6567268967628479
13-07-1972,2.5625,2.5833330154418945,2688000,2.5885419845581055,2.578125,0.655403196811676
14-07-1972,2.5520830154418945,2.578125,127200,2.578125,2.578125,0.655403196811676
17-07-1972,2.5625,2.578125,132000,2.5833330154418945,2.5833330154418945,0.6567268967628479
18-07-1972,2.5729169845581055,2.5833330154418945,427200,2.5885419845581055,2.5885419845581055,0.6580507159233093
19-07-1972,2.5833330154418945,2.5885419845581055,100800,2.609375,2.6041669845581055,0.6620231866836548
20-07-1972,2.5885419845581055,2.6041669845581055,360000,2.609375,2.5885419845581055,0.6580507159233093
21-07-1972,2.5729169845581055,2.5885419845581055,612000,2.5885419845581055,2.5833330154418945,0.6567268967628479
24-07-1972,2.5625,2.5833330154418945,170400,2.5833330154418945,2.5625,0.6514302492141724
25-07-1972,2.5520830154418945,2.5625,136800,2.5833330154418945,2.5520830154418945,0.6487826108932495
26-07-1972,2.5729169845581055,2.5729169845581055,388800,2.59375,2.59375,0.6593748927116394
27-07-1972,2.5416669845581055,2.59375,249600,2.59375,2.5520830154418945,0.6487826108932495
28-07-1972,2.53125,2.5520830154418945,244800,2.5520830154418945,2.53125,0.6434863209724426
31-07-1972,2.5208330154418945,2.53125,249600,2.5364580154418945,2.5260419845581055,0.6421626210212708
01-08-1972,2.5,2.5260419845581055,432000,2.5260419845581055,2.5104169845581055,0.6381904482841492
02-08-1972,2.4947919845581055,2.5104169845581055,196800,2.5208330154418945,2.5104169845581055,0.6381904482841492
03-08-1972,2.5,2.5104169845581055,592800,2.53125,2.53125,0.6434863209724426
04-08-1972,2.515625,2.53125,472800,2.5572919845581055,2.546875,0.6474586129188538
07-08-1972,2.53125,2.546875,924000,2.625,2.625,0.6673194766044617
08-08-1972,2.625,2.625,859200,2.6666669845581055,2.6666669845581055,0.6779114603996277
09-08-1972,2.65625,2.6666669845581055,916800,2.6822919845581055,2.6822919845581055,0.6818839311599731
10-08-1972,2.6875,2.6875,328800,2.7239580154418945,2.7239580154418945,0.6924754977226257
11-08-1972,2.7291669845581055,2.7291669845581055,1156800,2.84375,2.8125,0.7149851322174072
14-08-1972,2.78125,2.8125,4173600,2.8645830154418945,2.8541669845581055,0.7255773544311523
15-08-1972,2.8645830154418945,2.8645830154418945,1694400,2.9270830154418945,2.9114580154418945,0.7401415109634399
16-08-1972,2.8333330154418945,2.90625,1792800,2.90625,2.8958330154418945,0.7361698746681213
17-08-1972,2.9479169845581055,2.9479169845581055,2174400,3.0416669845581055,3.015625,0.7666223049163818
18-08-1972,3.015625,3.015625,1274400,3.0833330154418945,3.0833330154418945,0.7838355898857117
21-08-1972,3.0520830154418945,3.0833330154418945,1682400,3.140625,3.09375,0.786482572555542
22-08-1972,3.1145830154418945,3.1145830154418945,1960800,3.2083330154418945,3.2083330154418945,0.8156117796897888
23-08-1972,3.1770830154418945,3.2083330154418945,1411200,3.2291669845581055,3.2291669845581055,0.8209080696105957
24-08-1972,3.1875,3.2291669845581055,1303200,3.2395830154418945,3.2135419845581055,0.8169363737106323
25-08-1972,3.15625,3.2135419845581055,1353600,3.2291669845581055,3.2135419845581055,0.8231266736984253
28-08-1972,3.1354169845581055,3.2135419845581055,1058400,3.2447919845581055,3.1614580154418945,0.8097859025001526
29-08-1972,3.1145830154418945,3.1614580154418945,669600,3.1614580154418945,3.1354169845581055,0.8031157851219177
30-08-1972,3.1302080154418945,3.1354169845581055,1022400,3.2291669845581055,3.21875,0.8244605660438538
31-08-1972,3.2135419845581055,3.21875,856800,3.2708330154418945,3.2604169845581055,0.8351333737373352
01-09-1972,3.2604169845581055,3.2604169845581055,292800,3.28125,3.2604169845581055,0.8351333737373352
05-09-1972,3.21875,3.2552080154418945,384000,3.2552080154418945,3.2447919845581055,0.8311315178871155
06-09-1972,3.21875,3.2447919845581055,511200,3.2447919845581055,3.2447919845581055,0.8311315178871155
07-09-1972,3.234375,3.2447919845581055,432000,3.2604169845581055,3.234375,0.828463077545166
08-09-1972,3.2395830154418945,3.2395830154418945,285600,3.25,3.25,0.8324648141860962
11-09-1972,3.2239580154418945,3.25,256800,3.25,3.2239580154418945,0.8257944583892822
12-09-1972,3.0625,3.21875,765600,3.21875,3.09375,0.7924423813819885
13-09-1972,3.0833330154418945,3.09375,770400,3.1197919845581055,3.1197919845581055,0.799112856388092
14-09-1972,3.125,3.125,314400,3.1458330154418945,3.140625,0.804449200630188
15-09-1972,3.1145830154418945,3.140625,283200,3.140625,3.1197919845581055,0.799112856388092
18-09-1972,3.0833330154418945,3.1145830154418945,388800,3.1145830154418945,3.0833330154418945,0.7897747755050659
19-09-1972,3.0885419845581055,3.0885419845581055,386400,3.1145830154418945,3.1041669845581055,0.7951107621192932
20-09-1972,3.0989580154418945,3.1041669845581055,256800,3.1145830154418945,3.1041669845581055,0.7951107621192932
21-09-1972,3.078125,3.0989580154418945,376800,3.0989580154418945,3.078125,0.788439929485321
22-09-1972,2.9166669845581055,3.1041669845581055,322800,3.1041669845581055,3.0,0.7684293389320374
25-09-1972,3.0,3.0,408000,3.0625,3.0208330154418945,0.773765504360199
26-09-1972,3.0729169845581055,3.0729169845581055,621600,3.1354169845581055,3.125,0.8004468679428101
27-09-1972,3.1041669845581055,3.125,1100400,3.25,3.25,0.8324648141860962
28-09-1972,3.25,3.25,620400,3.3333330154418945,3.3333330154418945,0.8538103103637695
29-09-1972,3.3645830154418945,3.3645830154418945,1410000,3.5,3.3854169845581055,0.8671514391899109
02-10-1972,3.2604169845581055,3.3854169845581055,770400,3.3854169845581055,3.2916669845581055,0.8431379795074463
03-10-1972,3.2916669845581055,3.2916669845581055,460800,3.3333330154418945,3.3333330154418945,0.8538103103637695
04-10-1972,3.3229169845581055,3.3333330154418945,796800,3.4270830154418945,3.3645830154418945,0.8618142008781433
05-10-1972,3.21875,3.3645830154418945,999600,3.375,3.2708330154418945,0.8378015160560608
06-10-1972,3.2083330154418945,3.2708330154418945,745200,3.3229169845581055,3.3020830154418945,0.8458060026168823
09-10-1972,3.3333330154418945,3.3333330154418945,460800,3.3958330154418945,3.375,0.8644827008247375
10-10-1972,3.375,3.375,284400,3.4166669845581055,3.3958330154418945,0.8698192834854126
11-10-1972,3.3645830154418945,3.3958330154418945,340800,3.40625,3.3645830154418945,0.8618142008781433
12-10-1972,3.3333330154418945,3.3645830154418945,555600,3.375,3.3541669845581055,0.8591470122337341
13-10-1972,3.2708330154418945,3.3333330154418945,187200,3.3333330154418945,3.3125,0.848474383354187
16-10-1972,3.2604169845581055,3.3125,268800,3.3125,3.2708330154418945,0.8378015160560608
17-10-1972,3.2291669845581055,3.2708330154418945,208800,3.3333330154418945,3.3125,0.848474383354187
18-10-1972,3.2708330154418945,3.3125,285600,3.3333330154418945,3.2708330154418945,0.8378015160560608
19-10-1972,3.2291669845581055,3.2708330154418945,538800,3.2916669845581055,3.2291669845581055,0.8271288275718689
20-10-1972,3.1770830154418945,3.2291669845581055,682800,3.3333330154418945,3.3125,0.848474383354187
23-10-1972,3.3333330154418945,3.3333330154418945,744000,3.3854169845581055,3.3645830154418945,0.8618142008781433
24-10-1972,3.3229169845581055,3.3645830154418945,428400,3.3645830154418945,3.3333330154418945,0.8538103103637695
25-10-1972,3.34375,3.34375,574800,3.375,3.375,0.8644827008247375
26-10-1972,3.3229169845581055,3.375,846000,3.40625,3.3333330154418945,0.8538103103637695
27-10-1972,2.9895830154418945,3.3229169845581055,3340800,3.3229169845581055,3.15625,0.808451771736145
30-10-1972,3.1770830154418945,3.1770830154418945,694800,3.2708330154418945,3.25,0.8324648141860962
31-10-1972,3.2916669845581055,3.2916669845581055,889200,3.4375,3.4375,0.8804915547370911
01-11-1972,3.4583330154418945,3.4583330154418945,1627200,3.5208330154418945,3.5,0.8965007066726685
02-11-1972,3.5,3.5,998400,3.6666669845581055,3.6458330154418945,0.9338554739952087
03-11-1972,3.5625,3.6458330154418945,1627200,3.6979169845581055,3.6041669845581055,0.9231827855110168
06-11-1972,3.5416669845581055,3.6041669845581055,908400,3.6875,3.65625,0.9365232586860657
08-11-1972,3.5625,3.65625,1198800,3.7083330154418945,3.6458330154418945,0.9338554739952087
09-11-1972,3.625,3.6458330154418945,1372800,3.75,3.7395830154418945,0.9578684568405151
10-11-1972,3.6770830154418945,3.7395830154418945,2089200,3.7916669845581055,3.6875,0.9445275664329529
13-11-1972,3.625,3.6875,650400,3.6875,3.65625,0.9365232586860657
14-11-1972,3.6458330154418945,3.65625,1306800,3.6770830154418945,3.6770830154418945,0.9418594241142273
15-11-1972,3.6354169845581055,3.6770830154418945,988800,3.6875,3.65625,0.9365232586860657
16-11-1972,3.5833330154418945,3.65625,1017600,3.6666669845581055,3.65625,0.9365232586860657
17-11-1972,3.6354169845581055,3.65625,682800,3.75,3.75,0.9605363607406616
20-11-1972,3.7291669845581055,3.75,667200,3.7916669845581055,3.7916669845581055,0.9712100625038147
21-11-1972,3.8125,3.8125,1358400,3.9166669845581055,3.9166669845581055,1.0032271146774292
22-11-1972,3.875,3.9166669845581055,1375200,3.9583330154418945,3.8958330154418945,0.9978910088539124
24-11-1972,3.7604169845581055,3.8645830154418945,687600,3.8645830154418945,3.8229169845581055,0.9792135953903198
27-11-1972,3.7708330154418945,3.8229169845581055,537600,3.8645830154418945,3.8020830154418945,0.9796434640884399
28-11-1972,3.8020830154418945,3.8020830154418945,981600,3.8854169845581055,3.8854169845581055,1.0011147260665894
29-11-1972,3.8958330154418945,3.8958330154418945,1144800,3.9375,3.9166669845581055,1.0091667175292969
30-11-1972,3.9270830154418945,3.9270830154418945,399600,3.96875,3.9583330154418945,1.0199029445648193
01-12-1972,3.9166669845581055,3.9583330154418945,626400,4.0,3.96875,1.022586464881897
04-12-1972,3.8645830154418945,3.96875,637200,3.9791669845581055,3.9270830154418945,1.0118507146835327
05-12-1972,3.8541669845581055,3.9270830154418945,504000,3.9270830154418945,3.8645830154418945,0.9957468509674072
06-12-1972,3.8020830154418945,3.8645830154418945,440400,3.8854169845581055,3.8854169845581055,1.0011147260665894
07-12-1972,3.8333330154418945,3.8854169845581055,445200,3.90625,3.875,0.998430609703064
08-12-1972,3.7395830154418945,3.8645830154418945,462000,3.8645830154418945,3.78125,0.9742760062217712
11-12-1972,3.7916669845581055,3.7916669845581055,738000,3.8333330154418945,3.8020830154418945,0.9796434640884399
12-12-1972,3.8229169845581055,3.8229169845581055,514800,3.8958330154418945,3.84375,0.990379273891449
13-12-1972,3.8020830154418945,3.84375,207600,3.84375,3.8229169845581055,0.9850110411643982
14-12-1972,3.7604169845581055,3.8229169845581055,309600,3.8333330154418945,3.8125,0.9823272228240967
15-12-1972,3.7604169845581055,3.8125,322800,3.8333330154418945,3.8125,0.9823272228240967
18-12-1972,3.6458330154418945,3.7916669845581055,412800,3.7916669845581055,3.75,0.9662231802940369
19-12-1972,3.7083330154418945,3.75,1330800,3.875,3.8541669845581055,0.9930625557899475
20-12-1972,3.84375,3.8541669845581055,1166400,3.90625,3.8958330154418945,1.0037987232208252
