Date,Low,Open,Volume,High,Close,Adjusted Close
31-12-1981,8.03125,8.140625,109600,8.25,8.1875,0.7896904349327087
04-01-1982,8.125,8.15625,80800,8.15625,8.125,0.7836624979972839
05-01-1982,7.90625,8.03125,138400,8.125,7.90625,0.762563943862915
06-01-1982,7.65625,7.78125,151600,7.90625,7.71875,0.7444791197776794
07-01-1982,7.625,7.6875,96800,7.71875,7.65625,0.7384507656097412
08-01-1982,7.65625,7.71875,258800,7.75,7.6875,0.7414653301239014
11-01-1982,7.46875,7.59375,160000,7.6875,7.46875,0.7203662395477295
12-01-1982,7.125,7.3125,249200,7.46875,7.28125,0.7022822499275208
13-01-1982,7.125,7.21875,227200,7.3125,7.15625,0.6902254819869995
14-01-1982,7.125,7.1875,52800,7.25,7.1875,0.6932397484779358
15-01-1982,7.1875,7.25,75200,7.3125,7.25,0.6992678046226501
18-01-1982,7.09375,7.1875,243200,7.25,7.09375,0.6841980814933777
19-01-1982,7.21875,7.28125,395600,7.34375,7.3125,0.7052962779998779
20-01-1982,7.3125,7.5,548000,7.65625,7.59375,0.7324231266975403
21-01-1982,7.65625,7.75,395600,7.8125,7.75,0.7474930882453918
22-01-1982,7.6875,7.71875,341600,7.75,7.71875,0.7444791197776794
25-01-1982,7.625,7.6875,253600,7.71875,7.71875,0.7444791197776794
26-01-1982,7.65625,7.75,262800,7.8125,7.65625,0.7384507656097412
27-01-1982,7.5,7.59375,349600,7.65625,7.5,0.7233803272247314
28-01-1982,7.46875,7.53125,154000,7.59375,7.5,0.7233803272247314
29-01-1982,7.5625,7.71875,309600,7.84375,7.8125,0.753521203994751
01-02-1982,7.625,7.71875,272000,7.78125,7.625,0.7354371547698975
02-02-1982,7.53125,7.625,140400,7.6875,7.625,0.7354371547698975
03-02-1982,7.5625,7.65625,142000,7.75,7.5625,0.7294084429740906
04-02-1982,7.53125,7.59375,93600,7.625,7.5625,0.7294084429740906
05-02-1982,7.6875,7.8125,149600,7.90625,7.875,0.7595499753952026
08-02-1982,7.90625,8.0,177200,8.0625,7.9375,0.7655783295631409
09-02-1982,7.96875,8.0,108400,8.03125,8.0,0.7716056108474731
10-02-1982,7.9375,8.0625,299200,8.15625,7.9375,0.7655783295631409
11-02-1982,7.9375,7.96875,138800,7.96875,7.9375,0.7655783295631409
12-02-1982,7.90625,7.9375,42400,7.96875,7.9375,0.7655783295631409
16-02-1982,7.6875,7.71875,258400,7.75,7.71875,0.7537375688552856
17-02-1982,7.625,7.71875,221200,7.78125,7.625,0.744583249092102
18-02-1982,7.5,7.59375,101200,7.65625,7.5625,0.7384795546531677
19-02-1982,7.40625,7.46875,254400,7.53125,7.40625,0.7232218384742737
22-02-1982,7.4375,7.5,174800,7.5625,7.4375,0.7262737154960632
23-02-1982,7.1875,7.3125,281200,7.40625,7.3125,0.7140675187110901
24-02-1982,7.1875,7.25,208000,7.3125,7.21875,0.7049128413200378
25-02-1982,7.1875,7.21875,405200,7.25,7.1875,0.7018610835075378
26-02-1982,7.15625,7.21875,72000,7.25,7.15625,0.6988091468811035
01-03-1982,7.125,7.21875,287200,7.28125,7.125,0.6957579255104065
02-03-1982,7.125,7.1875,124400,7.21875,7.125,0.6957579255104065
03-03-1982,7.0625,7.09375,262800,7.09375,7.0625,0.6896546483039856
04-03-1982,6.96875,7.03125,157600,7.09375,6.96875,0.6804998517036438
05-03-1982,6.875,6.9375,179200,7.0,6.90625,0.674396812915802
08-03-1982,6.28125,6.53125,782800,6.75,6.28125,0.6133655309677124
09-03-1982,6.28125,6.4375,776400,6.59375,6.46875,0.6316750645637512
10-03-1982,6.59375,6.75,308000,6.90625,6.8125,0.6652425527572632
11-03-1982,6.65625,6.8125,330800,6.9375,6.65625,0.64998459815979
12-03-1982,6.53125,6.59375,127200,6.625,6.5625,0.6408295035362244
15-03-1982,6.5625,6.59375,90400,6.625,6.625,0.6469331979751587
16-03-1982,6.59375,6.71875,618800,6.84375,6.75,0.6591389179229736
17-03-1982,6.6875,6.75,107200,6.8125,6.78125,0.6621909737586975
18-03-1982,6.75,6.8125,57200,6.84375,6.78125,0.6621909737586975
19-03-1982,6.78125,6.8125,84400,6.84375,6.78125,0.6621909737586975
22-03-1982,6.8125,6.96875,164000,7.09375,7.0625,0.6896546483039856
23-03-1982,6.90625,7.03125,168400,7.125,6.90625,0.674396812915802
24-03-1982,6.84375,6.9375,237600,7.03125,6.875,0.671345055103302
25-03-1982,6.875,6.90625,216000,6.9375,6.9375,0.6774485111236572
26-03-1982,6.90625,6.9375,121600,6.96875,6.90625,0.674396812915802
29-03-1982,6.875,6.9375,52400,6.96875,6.875,0.671345055103302
30-03-1982,6.8125,6.875,319200,6.90625,6.8125,0.6652425527572632
31-03-1982,6.5,6.65625,320800,6.8125,6.5,0.6347261667251587
01-04-1982,6.46875,6.625,218800,6.78125,6.78125,0.6621909737586975
02-04-1982,6.90625,6.9375,246400,6.96875,6.96875,0.6804998517036438
05-04-1982,6.90625,6.96875,410000,7.0,6.96875,0.6804998517036438
06-04-1982,6.875,6.9375,178800,6.96875,6.90625,0.674396812915802
07-04-1982,6.84375,6.875,83600,6.90625,6.875,0.671345055103302
08-04-1982,6.71875,6.78125,164000,6.84375,6.75,0.6591389179229736
12-04-1982,6.5625,6.65625,212400,6.75,6.65625,0.64998459815979
13-04-1982,6.6875,6.75,404400,6.8125,6.71875,0.6560873985290527
14-04-1982,6.75,6.78125,65200,6.8125,6.78125,0.6621909737586975
